"cont","accX","accY","accZ","gyroX","gyroY","gyroZ","millis","id"
7520,6430,8842,6480,-5068,5597,-5321,807455,"1"
7516,10634,12824,-3242,4838,7718,-4792,814940,"2"
7517,10720,13120,-3150,5302,8498,-4769,814950,"2"
7518,10702,13348,-2910,5640,9237,-4502,814960,"2"
7519,10508,13544,-2622,5794,10041,-4163,814970,"2"
7520,10198,13604,-2320,5752,10794,-3784,814980,"2"
7521,6806,9140,6038,-4769,6262,-5106,807465,"1"
7522,7342,9500,5874,-4557,6725,-5063,807475,"1"
7523,7904,9800,5490,-4483,6796,-5313,807485,"1"
7524,8288,10114,5240,-4793,6668,-5818,807495,"1"
7525,8388,10244,5152,-5298,6643,-6382,807505,"1"
7521,9870,13606,-1942,5535,11512,-3432,814990,"2"
7522,9796,13756,-1450,5135,12159,-3141,815000,"2"
7523,9752,13760,-1070,4610,12543,-2874,815010,"2"
7524,9806,13760,-688,4116,12728,-2654,815020,"2"
7525,9842,13882,-446,3648,12840,-2352,815030,"2"
7526,10076,14138,-400,3265,12697,-2176,815040,"2"
7527,10606,13884,-210,3130,12369,-2096,815050,"2"
7528,11004,13700,-126,3323,11864,-1857,815060,"2"
7529,11460,13504,-10,3764,11232,-1759,815070,"2"
7530,11978,13286,-66,4157,10449,-1607,815080,"2"
7526,8566,10306,4954,-5909,6439,-6978,807515,"1"
7527,8672,10252,4884,-6439,6454,-7551,807525,"1"
7528,8596,10204,4808,-6865,6502,-7977,807535,"1"
7529,8574,10108,4616,-7091,6537,-8202,807545,"1"
7530,8514,9946,4412,-7098,6851,-8170,807555,"1"
7531,8356,9870,4228,-6891,7275,-7984,807565,"1"
7532,8202,9762,3788,-6558,7773,-7749,807575,"1"
7533,8170,9520,3662,-5992,8389,-7388,807585,"1"
7534,8100,9278,3358,-5167,9069,-6861,807595,"1"
7535,8184,9134,3140,-4275,9617,-6464,807605,"1"
7531,12282,13158,-30,4526,9482,-1417,815090,"2"
7532,12458,13130,-94,4891,8540,-1208,815100,"2"
7533,12744,12942,-138,5229,7653,-964,815110,"2"
7534,12866,12794,-112,5589,6772,-696,815120,"2"
7535,13040,12698,-172,5907,5928,-497,815130,"2"
7536,8260,8938,2886,-3575,9988,-6122,807615,"1"
7537,8308,8570,2764,-2993,10298,-5552,807625,"1"
7538,8470,8168,2578,-2452,10601,-4925,807635,"1"
7539,8600,7864,2410,-2034,10772,-4270,807645,"1"
7540,8600,7700,2168,-1721,10880,-3674,807655,"1"
7536,13038,12550,-162,6265,5071,-536,815140,"2"
7537,13070,12476,-210,6597,4261,-624,815150,"2"
7538,13062,12162,-368,6845,3404,-861,815160,"2"
7539,13080,12160,-344,7128,2547,-1224,815170,"2"
7540,13072,12192,-378,7247,2034,-1613,815180,"2"
7541,8608,7616,1916,-1502,10935,-3189,807665,"1"
7542,8612,7650,1614,-1331,10946,-2899,807675,"1"
7543,8550,7620,1346,-1072,10849,-2792,807685,"1"
7544,8522,7540,956,-904,10568,-2794,807695,"1"
7545,8536,7376,612,-805,10173,-2788,807705,"1"
7541,13050,12170,-722,7277,1709,-1981,815190,"2"
7542,13080,12252,-904,7268,1394,-2235,815200,"2"
7543,13000,12454,-1128,7110,1404,-2321,815210,"2"
7544,12920,12626,-1396,6790,1563,-2406,815220,"2"
7545,12886,12670,-1378,6326,1800,-2344,815230,"2"
7546,12910,12826,-1216,5711,2136,-2232,815240,"2"
7547,12874,12872,-1124,5016,2445,-2045,815250,"2"
7548,12882,12942,-1028,4370,2742,-1889,815260,"2"
7549,12890,13042,-876,3786,3154,-1724,815270,"2"
7550,12990,12972,-776,3387,3387,-1558,815280,"2"
7546,8450,7116,386,-792,9782,-2740,807715,"1"
7547,8450,6888,230,-785,9439,-2664,807725,"1"
7548,8470,6738,36,-688,9128,-2516,807735,"1"
7549,8412,6704,-348,-737,8796,-2333,807745,"1"
7550,8402,6608,-674,-691,8494,-2065,807755,"1"
7551,8460,6444,-1014,-413,8137,-1663,807765,"1"
7552,8430,6282,-1158,-48,7622,-1145,807775,"1"
7553,8482,6182,-1562,227,6883,-683,807785,"1"
7554,8542,6092,-1662,303,6124,-421,807795,"1"
7555,8488,5960,-1634,274,5206,-412,807805,"1"
7551,13062,12816,-586,3175,3411,-1400,815290,"2"
7552,13084,12868,-452,3013,3403,-1160,815300,"2"
7553,13054,12922,-348,2744,3421,-959,815310,"2"
7554,12982,12788,-218,2571,3340,-740,815320,"2"
7555,12972,12632,-148,2380,3269,-544,815330,"2"
7556,8510,5842,-1648,144,4215,-638,807815,"1"
7557,8606,5814,-1702,-84,3271,-759,807825,"1"
7558,8472,5616,-1690,-223,2394,-698,807835,"1"
7559,8616,5602,-1616,-296,1557,-492,807845,"1"
7560,8856,5616,-1552,-518,599,-278,807855,"1"
7556,12886,12644,-54,2153,3138,-390,815340,"2"
7557,12724,12614,-40,1876,2935,-274,815350,"2"
7558,12554,12632,156,1514,2985,-195,815360,"2"
7559,12322,12664,58,1119,3061,-113,815370,"2"
7560,11958,12824,94,544,3066,78,815380,"2"
7561,9130,5532,-1192,-890,-506,-109,807865,"1"
7562,9332,5456,-588,-1203,-1561,-16,807875,"1"
7563,9520,5580,66,-1417,-2502,285,807885,"1"
7564,9638,5734,510,-1572,-3190,674,807895,"1"
7565,9890,5906,1098,-1618,-3716,1233,807905,"1"
7561,11612,13014,298,-249,3043,189,815390,"2"
7562,11232,13060,546,-1019,2872,173,815400,"2"
7563,10818,13174,892,-1883,2577,88,815410,"2"
7564,10432,13404,1206,-2853,1985,14,815420,"2"
7565,9968,13810,1612,-3854,1246,-140,815430,"2"
7566,10448,6112,1434,-1517,-4265,2015,807915,"1"
7567,10994,6580,1878,-1338,-4943,2918,807925,"1"
7568,11566,7108,2350,-1096,-5747,3853,807935,"1"
7569,12074,7692,2868,-777,-6646,4692,807945,"1"
7570,12032,8228,3302,-362,-7847,5388,807955,"1"
7566,9676,14148,1794,-4645,433,-358,815440,"2"
7567,9268,14666,1950,-5211,-485,-529,815450,"2"
7568,8762,15198,1808,-5476,-1295,-683,815460,"2"
7569,8688,15846,1560,-5665,-1757,-744,815470,"2"
7570,8788,16256,1338,-5687,-2183,-677,815480,"2"
7571,11666,8350,3578,71,-9199,6066,807965,"1"
7572,10904,8304,4020,564,-10283,6719,807975,"1"
7573,9896,8100,4338,1121,-11022,7161,807985,"1"
7574,8898,7872,4506,1557,-11505,7579,807995,"1"
7575,8276,7850,5124,2003,-11626,7931,808005,"1"
7571,9446,16522,1268,-5648,-2335,-394,815490,"2"
7572,10512,16400,1022,-5582,-2385,111,815500,"2"
7573,11432,16068,942,-5439,-2790,832,815510,"2"
7574,12232,15432,926,-5032,-3557,1566,815520,"2"
7575,12676,15026,796,-4576,-4762,2234,815530,"2"
7576,12654,14590,404,-4442,-5806,3010,815540,"2"
7577,12314,14170,60,-4419,-6566,3493,815550,"2"
7578,11910,13600,-292,-4487,-7139,3796,815560,"2"
7579,11494,13330,-720,-4810,-7467,3877,815570,"2"
7580,10906,13166,-1094,-5494,-7647,3759,815580,"2"
7576,7662,7892,5484,2429,-11566,8258,808015,"1"
7577,7364,7952,5704,2783,-11481,8534,808025,"1"
7578,7316,8300,5898,2945,-11411,8532,808035,"1"
7579,7204,8808,6146,2846,-11416,8042,808045,"1"
7580,6968,9168,6396,2523,-11620,7158,808055,"1"
7581,6716,9590,6632,1988,-11905,5888,808065,"1"
7582,6350,9940,6882,1359,-12210,4301,808075,"1"
7583,5890,10086,6980,665,-12474,2601,808085,"1"
7584,5582,10078,6954,-48,-12547,935,808095,"1"
7585,5396,9806,6818,-389,-12308,-585,808105,"1"
7581,10362,13046,-1300,-6636,-7552,3699,815590,"2"
7582,10090,13220,-1706,-8022,-7093,3715,815600,"2"
7583,9852,13452,-1952,-9744,-6720,3655,815610,"2"
7584,9848,13434,-2104,-11525,-6282,3525,815620,"2"
7585,9808,13488,-2204,-13071,-6108,3319,815630,"2"
7586,5282,9384,6686,-336,-11659,-1486,808115,"1"
7587,5206,9092,6406,178,-10635,-1715,808125,"1"
7588,5166,8844,6052,1011,-9249,-1515,808135,"1"
7589,5210,8562,5648,2038,-7736,-1056,808145,"1"
7590,5414,8306,5150,3073,-6267,-234,808155,"1"
7586,9904,13624,-2504,-14259,-5750,2960,815640,"2"
7587,10158,13648,-2686,-14948,-5696,2527,815650,"2"
7588,10352,13760,-2870,-15131,-5772,2109,815660,"2"
7589,10628,13710,-2984,-14864,-5856,1801,815670,"2"
7590,10800,13820,-3040,-14181,-6005,1691,815680,"2"
7591,5656,7898,4652,4137,-4862,875,808165,"1"
7592,5862,7646,4196,5056,-3672,1963,808175,"1"
7593,6224,7390,3770,5860,-2718,3008,808185,"1"
7594,6388,7034,3464,6468,-2021,4005,808195,"1"
7595,6606,6638,3160,6770,-1510,4986,808205,"1"
7591,11096,13920,-2970,-13204,-6188,1580,815690,"2"
7592,11374,13978,-2974,-11987,-6503,1456,815700,"2"
7593,11536,13870,-2768,-10582,-6760,1476,815710,"2"
7594,11872,13882,-2804,-9219,-6974,1599,815720,"2"
7595,12060,13746,-2878,-7754,-7271,1641,815730,"2"
7596,6714,6328,2840,6850,-1204,5770,808215,"1"
7597,6872,6276,2670,6792,-1087,6197,808225,"1"
7598,6814,6396,2460,6551,-1150,6178,808235,"1"
7599,6796,6582,2240,6133,-1326,5844,808245,"1"
7600,6584,6722,2208,5649,-1553,5443,808255,"1"
7596,12230,13546,-2676,-6187,-7693,1610,815740,"2"
7597,12386,13294,-2518,-4663,-8167,1456,815750,"2"
7598,12504,13006,-2356,-3123,-8687,1268,815760,"2"
7599,12534,12782,-2420,-1889,-9023,1187,815770,"2"
7600,12506,12490,-2562,-985,-9278,913,815780,"2"
7601,6510,6774,2064,5229,-1759,5042,808265,"1"
7602,6560,6734,2068,4743,-2121,4741,808275,"1"
7603,6536,6620,2178,4304,-2555,4387,808285,"1"
7604,6288,6598,2528,3882,-2929,3978,808295,"1"
7605,6116,6288,2944,3424,-3119,3830,808305,"1"
7601,12516,12110,-2576,-331,-9482,584,815790,"2"
7602,12620,11896,-2704,-76,-9586,384,815800,"2"
7603,12750,11916,-2866,-119,-9719,241,815810,"2"
7604,12868,12096,-3004,-256,-9849,167,815820,"2"
7605,12938,12216,-3206,-354,-9886,183,815830,"2"
7606,12994,12246,-3474,-334,-9808,132,815840,"2"
7607,13080,12336,-3582,-354,-9724,231,815850,"2"
7608,13242,12414,-3828,-338,-9411,375,815860,"2"
7609,13214,12368,-4108,-326,-8972,464,815870,"2"
7610,13216,12350,-4254,-284,-8565,561,815880,"2"
7606,6082,5816,3392,3154,-3084,3982,808315,"1"
7607,6040,5790,3732,2949,-2942,4275,808325,"1"
7608,5898,5876,3906,2613,-2685,4464,808335,"1"
7609,5768,5962,4178,2334,-2444,4576,808345,"1"
7610,5720,6278,4258,2169,-2255,4695,808355,"1"
7611,5676,6722,4436,1939,-2120,4713,808365,"1"
7612,5558,7010,4640,1768,-1990,4735,808375,"1"
7613,5488,7396,4738,1664,-1791,4684,808385,"1"
7614,5454,7904,4874,1568,-1726,4544,808395,"1"
7615,5432,8370,5274,1427,-1794,4167,808405,"1"
7611,13226,12218,-4276,-312,-7984,766,815890,"2"
7612,13170,12330,-4362,-259,-7427,745,815900,"2"
7613,13122,12076,-4632,-95,-6793,852,815910,"2"
7614,12952,11970,-4816,141,-6357,954,815920,"2"
7615,12726,11966,-4828,397,-5608,1015,815930,"2"
7616,5184,8702,5654,1135,-1939,3465,808415,"1"
7617,4832,8858,6102,628,-2006,2645,808425,"1"
7618,4596,8974,6706,120,-1915,1688,808435,"1"
7619,4332,9128,7370,-451,-1578,644,808445,"1"
7620,4406,9230,8072,-804,-897,-310,808455,"1"
7616,12510,11914,-4914,643,-4659,1024,815940,"2"
7617,12472,11724,-5116,917,-3618,1012,815950,"2"
7618,12446,11586,-5194,1289,-2704,1000,815960,"2"
7619,12390,11432,-5216,1757,-1542,843,815970,"2"
7620,12082,11276,-5340,2389,-655,399,815980,"2"
7621,4368,9046,8580,-704,-5,-711,808465,"1"
7622,4446,8838,8858,-214,1075,-656,808475,"1"
7623,4672,8920,8696,219,2119,-505,808485,"1"
7624,5176,8942,8678,337,3003,-555,808495,"1"
7625,5516,8790,8478,198,3623,-834,808505,"1"
7621,11824,10968,-5384,2913,272,-74,815990,"2"
7622,11442,10826,-5534,3355,1291,-675,816000,"2"
7623,11196,10582,-5504,3608,2515,-1294,816010,"2"
7624,10788,10536,-5488,3549,3981,-1806,816020,"2"
7625,10520,10706,-5358,3277,5254,-2170,816030,"2"
7626,5970,8542,8388,-239,3895,-1285,808515,"1"
7627,6254,8218,8148,-811,4001,-1697,808525,"1"
7628,6262,7972,7858,-1485,4215,-2250,808535,"1"
7629,6202,7800,7564,-2146,4482,-2906,808545,"1"
7630,6046,7642,7186,-2613,4796,-3555,808555,"1"
7626,10232,10902,-4842,2677,6846,-2524,816040,"2"
7627,10066,11004,-4190,2018,8475,-2829,816050,"2"
7628,10194,11094,-3624,1433,9873,-3276,816060,"2"
7629,10402,11018,-3020,881,10937,-3552,816070,"2"
7630,10604,10860,-2538,473,11664,-3895,816080,"2"
7631,5854,7562,6950,-3028,5274,-4085,808565,"1"
7632,6042,7598,6886,-3238,5975,-4258,808575,"1"
7633,6266,7766,6732,-3030,6739,-4159,808585,"1"
7634,6572,8154,6298,-2918,7263,-3953,808595,"1"
7635,7090,8536,6026,-2954,7730,-3922,808605,"1"
7631,10652,10976,-2074,461,12062,-4139,816090,"2"
7632,10536,11164,-1690,686,12320,-4286,816100,"2"
7633,10340,11498,-1468,1094,12312,-4338,816110,"2"
7634,9992,11954,-1158,1666,12364,-4375,816120,"2"
7635,9766,12332,-852,2271,12556,-4214,816130,"2"
7636,9456,12748,-712,2926,12717,-4074,816140,"2"
7637,9286,12982,-460,3582,12780,-4011,816150,"2"
7638,9212,13114,-146,4149,12652,-3887,816160,"2"
7639,9118,13268,-18,4575,12490,-3728,816170,"2"
7640,9134,13520,80,4943,12175,-3720,816180,"2"
7636,7610,8820,5718,-3166,7912,-4231,808615,"1"
7637,8134,9170,5498,-3569,7858,-4791,808625,"1"
7638,8632,9548,5368,-4209,7582,-5622,808635,"1"
7639,8940,9740,5282,-4992,7121,-6649,808645,"1"
7640,9132,9818,5162,-5933,6612,-7733,808655,"1"
7641,9328,9846,5116,-6730,6068,-8760,808665,"1"
7642,9372,9866,5114,-7404,5606,-9600,808675,"1"
7643,9288,9900,4950,-7842,5293,-10361,808685,"1"
7644,9224,9766,4718,-8114,5136,-10757,808695,"1"
7645,9104,9650,4386,-8114,5142,-10558,808705,"1"
7641,9182,13720,198,5186,12042,-3651,816190,"2"
7642,9476,13858,208,5250,11877,-3532,816200,"2"
7643,9718,13990,160,5300,11632,-3379,816210,"2"
7644,10116,14088,102,5251,11467,-2974,816220,"2"
7645,10642,14178,134,4929,11494,-2318,816230,"2"
7646,8836,9478,4056,-7847,5293,-10015,808715,"1"
7647,8592,9322,3708,-7319,5566,-9264,808725,"1"
7648,8380,9284,3436,-6644,5862,-8502,808735,"1"
7649,8076,9212,3006,-6084,6198,-7891,808745,"1"
7650,7988,8990,2854,-5504,6525,-7385,808755,"1"
7646,11198,14240,88,4595,11328,-1738,816240,"2"
7647,11800,14158,232,4511,10966,-1339,816250,"2"
7648,12328,13912,426,4602,10417,-859,816260,"2"
7649,12796,13692,508,4755,9673,-258,816270,"2"
7650,13092,13508,574,4903,8757,176,816280,"2"
7651,13452,13234,726,5216,7627,414,816290,"2"
7652,13532,12892,678,5760,6493,395,816300,"2"
7653,13542,12518,608,6264,5426,481,816310,"2"
7654,13630,12408,398,6511,4421,522,816320,"2"
7655,13476,12108,178,6668,3330,450,816330,"2"
7651,7986,8728,2592,-4920,6971,-6860,808765,"1"
7652,7946,8448,2524,-4401,7256,-6296,808775,"1"
7653,7900,8206,2256,-3966,7550,-5831,808785,"1"
7654,7936,8016,2012,-3639,7749,-5461,808795,"1"
7655,7948,7734,1876,-3418,7873,-5119,808805,"1"
7656,7950,7460,1834,-3284,8033,-4735,808815,"1"
7657,8018,7288,1694,-3114,8245,-4345,808825,"1"
7658,7978,7142,1512,-2901,8483,-3888,808835,"1"
7659,8040,7094,1238,-2682,8696,-3453,808845,"1"
7660,8188,7104,924,-2475,8866,-3029,808855,"1"
7656,13430,11784,-70,6788,2544,298,816340,"2"
7657,13346,11698,-314,6750,1824,10,816350,"2"
7658,13316,11546,-422,6591,1105,-319,816360,"2"
7659,13142,11510,-634,6344,591,-616,816370,"2"
7660,12964,11612,-878,5973,147,-781,816380,"2"
7661,8232,7064,580,-2205,8917,-2508,808865,"1"
7662,8286,7028,140,-1818,8874,-2014,808875,"1"
7663,8380,7054,-148,-1433,8824,-1624,808885,"1"
7664,8274,7038,-588,-1034,8671,-1289,808895,"1"
7665,8304,6964,-842,-566,8490,-965,808905,"1"
7661,12790,11784,-1026,5420,-22,-793,816390,"2"
7662,12652,12018,-1372,4826,0,-863,816400,"2"
7663,12586,12026,-1518,4503,154,-977,816410,"2"
7664,12576,12234,-1662,4291,349,-1053,816420,"2"
7665,12614,12334,-1616,4095,523,-1113,816430,"2"
7666,8332,6876,-1174,-184,8201,-636,808915,"1"
7667,8322,6776,-1222,189,7803,-311,808925,"1"
7668,8314,6606,-1356,581,7377,36,808935,"1"
7669,8460,6348,-1462,895,6836,479,808945,"1"
7670,8414,6162,-1536,1091,6332,931,808955,"1"
7666,12606,12486,-1732,3989,697,-1184,816440,"2"
7667,12630,12594,-1402,4024,814,-1218,816450,"2"
7668,12582,12742,-1396,4119,948,-1236,816460,"2"
7669,12614,12790,-1156,4209,1109,-1229,816470,"2"
7670,12536,12810,-986,4240,1208,-1192,816480,"2"
7671,8560,5970,-1522,1248,5664,1289,808965,"1"
7672,8726,5852,-1580,1312,4908,1501,808975,"1"
7673,8750,5800,-1580,1346,4187,1698,808985,"1"
7674,8812,5734,-1372,1410,3531,2024,808995,"1"
7675,9022,5654,-1248,1486,2980,2503,809005,"1"
7671,12380,13112,-650,4125,1364,-1102,816490,"2"
7672,12392,13214,-440,3579,1576,-950,816500,"2"
7673,12330,13072,-32,2708,1593,-675,816510,"2"
7674,12094,13016,376,1699,1553,-248,816520,"2"
7675,11890,12884,824,635,1502,-5,816530,"2"
7676,9268,5672,-1080,1582,2422,3099,809015,"1"
7677,9594,5724,-814,1640,1733,3701,809025,"1"
7678,9994,5700,-678,1602,927,4312,809035,"1"
7679,10248,5744,-454,1540,32,4933,809045,"1"
7680,10530,5934,-128,1495,-897,5508,809055,"1"
7676,11374,12956,1078,-395,1233,265,816540,"2"
7677,11032,13196,1296,-1389,1121,277,816550,"2"
7678,10744,13416,1386,-2248,1020,259,816560,"2"
7679,10528,13820,1482,-2990,775,264,816570,"2"
7680,10352,14090,1586,-3877,412,358,816580,"2"
7681,10882,6298,344,1418,-1838,5993,809065,"1"
7682,11136,6606,898,1345,-2850,6481,809075,"1"
7683,11400,6774,1408,1256,-3902,6991,809085,"1"
7684,11736,7158,1794,1143,-4903,7604,809095,"1"
7685,11762,7358,2224,1024,-5905,8239,809105,"1"
7681,9962,14322,1722,-4744,-186,617,816590,"2"
7682,9734,14590,1722,-5321,-779,769,816600,"2"
7683,9388,14752,1632,-5674,-1436,849,816610,"2"
7684,9306,14856,1514,-5823,-1935,776,816620,"2"
7685,9376,14838,1290,-5848,-2219,737,816630,"2"
7686,11400,7468,2392,1072,-6959,8866,809115,"1"
7687,11058,7612,2414,1310,-8008,9463,809125,"1"
7688,10676,8046,2588,1533,-9008,9996,809135,"1"
7689,10252,8572,2754,1717,-10093,10251,809145,"1"
7690,9942,9200,3146,1796,-11297,10177,809155,"1"
7686,9934,14824,1070,-6025,-2312,867,816640,"2"
7687,10748,14508,940,-6263,-2510,1134,816650,"2"
7688,11454,14098,1052,-6396,-3045,1483,816660,"2"
7689,11764,13922,1014,-6454,-3846,1772,816670,"2"
7690,11854,13662,920,-6304,-4831,1915,816680,"2"
7691,9826,9896,3870,1668,-12636,9550,809165,"1"
7692,9580,10410,4668,1292,-14201,8084,809175,"1"
7693,9218,10732,5640,489,-15858,6086,809185,"1"
7694,8752,10844,6720,-533,-17364,3638,809195,"1"
7695,8172,10478,8114,-1686,-18383,1218,809205,"1"
7691,11690,13586,704,-6224,-5879,2009,816690,"2"
7692,11346,13464,424,-6182,-6759,1999,816700,"2"
7693,11006,13376,56,-6243,-7508,1931,816710,"2"
7694,10542,13352,-420,-6381,-7961,1787,816720,"2"
7695,10168,13200,-618,-6832,-8017,1878,816730,"2"
7696,7336,9910,9152,-2587,-19070,-883,809215,"1"
7697,6434,9252,9876,-3188,-19065,-2487,809225,"1"
7698,5490,8676,10216,-3682,-18352,-3526,809235,"1"
7699,4942,8196,10256,-3723,-17041,-4137,809245,"1"
7700,4468,7836,9676,-3389,-15347,-4293,809255,"1"
7696,9954,13404,-1242,-7586,-7706,2167,816740,"2"
7697,9812,13554,-1586,-8563,-7414,2375,816750,"2"
7698,9716,13536,-1756,-9450,-6900,2659,816760,"2"
7699,9906,13688,-1866,-10302,-6433,2829,816770,"2"
7700,10098,13726,-2080,-11156,-6151,2857,816780,"2"
7701,10210,13776,-2136,-11976,-5996,2903,816790,"2"
7702,10388,13650,-1984,-12447,-5845,2898,816800,"2"
7703,10718,13488,-1792,-12436,-5880,2765,816810,"2"
7704,11050,13270,-1598,-11961,-6186,2428,816820,"2"
7705,11314,13128,-1498,-11013,-6652,2052,816830,"2"
7701,4252,7692,8918,-2650,-13135,-4089,809265,"1"
7702,4372,7680,8082,-1682,-11038,-3523,809275,"1"
7703,4632,7512,7214,-525,-9146,-2545,809285,"1"
7704,4950,7276,6414,771,-7402,-1570,809295,"1"
7705,5326,7080,5754,2145,-5847,-636,809305,"1"
7706,5600,6800,5008,3337,-4571,424,809315,"1"
7707,5864,6524,4470,4359,-3493,1456,809325,"1"
7708,6200,6242,4158,5226,-2668,2325,809335,"1"
7709,6364,5996,3874,5912,-1995,3122,809345,"1"
7710,6438,5842,3504,6378,-1453,3920,809355,"1"
7706,11552,13044,-1384,-9802,-7451,1711,816840,"2"
7707,11792,13174,-1368,-8461,-8282,1399,816850,"2"
7708,11976,13216,-1428,-6771,-9220,1118,816860,"2"
7709,12134,13140,-1464,-5256,-10126,947,816870,"2"
7710,12282,13046,-1540,-3674,-11013,887,816880,"2"
7711,12342,12974,-1750,-2308,-11868,1091,816890,"2"
7712,12302,13042,-1896,-1305,-12465,1552,816900,"2"
7713,12392,12864,-1956,-555,-12753,1989,816910,"2"
7714,12378,12606,-1894,89,-13060,2281,816920,"2"
7715,12548,12280,-1766,604,-13492,2492,816930,"2"
7711,6558,5704,3402,6612,-1083,4639,809365,"1"
7712,6488,5744,3300,6582,-793,5145,809375,"1"
7713,6314,5708,3312,6319,-566,5323,809385,"1"
7714,6488,5632,3264,5957,-410,5380,809395,"1"
7715,6598,5600,3110,5642,-389,5355,809405,"1"
7716,6570,5478,2948,5212,-544,5341,809415,"1"
7717,6694,5322,3072,4842,-665,5433,809425,"1"
7718,6752,5378,3230,4534,-697,5520,809435,"1"
7719,6562,5516,3348,4129,-696,5552,809445,"1"
7720,6282,5592,3596,3620,-635,5615,809455,"1"
7716,12636,12068,-1886,938,-13926,2653,816940,"2"
7717,12620,11842,-2254,1301,-14382,2604,816950,"2"
7718,12558,11554,-2648,1785,-14626,2220,816960,"2"
7719,12394,11298,-3304,2413,-14469,1458,816970,"2"
7720,12360,10814,-3812,3028,-13933,583,816980,"2"
7721,6054,5614,3748,3205,-442,5696,809465,"1"
7722,6116,5774,3776,2884,-292,5670,809475,"1"
7723,6226,6218,3760,2494,-306,5503,809485,"1"
7724,6242,6562,3806,2164,-490,5329,809495,"1"
7725,6156,7016,3934,1911,-680,5056,809505,"1"
7721,12506,10762,-4432,3419,-12955,-217,816990,"2"
7722,12722,10684,-4640,3324,-11673,-712,817000,"2"
7723,13098,10798,-4762,2632,-10324,-846,817010,"2"
7724,13354,10998,-4808,1694,-9136,-701,817020,"2"
7725,13456,11216,-4788,660,-7951,-485,817030,"2"
7726,5906,7530,4308,1723,-803,4683,809515,"1"
7727,5564,7612,4774,1712,-874,4335,809525,"1"
7728,5334,7586,5236,1718,-796,4048,809535,"1"
7729,5248,7406,5776,1636,-528,3915,809545,"1"
7730,5004,7384,6296,1444,-155,3819,809555,"1"
7726,13538,11438,-4892,-36,-6940,-186,817040,"2"
7727,13546,11614,-4910,-430,-6058,-99,817050,"2"
7728,13530,11626,-5040,-543,-5072,-101,817060,"2"
7729,13426,11558,-5200,-403,-4034,-60,817070,"2"
7730,13382,11602,-5200,-135,-2797,-111,817080,"2"
7731,4806,7372,6714,1318,341,3441,809565,"1"
7732,4702,7566,6924,1177,894,2830,809575,"1"
7733,4678,7858,7096,887,1480,2149,809585,"1"
7734,5026,8120,7204,658,2041,1391,809595,"1"
7735,5406,8452,7134,416,2421,584,809605,"1"
7731,13284,11384,-5268,339,-1540,-259,817090,"2"
7732,13138,11156,-5036,717,-346,-396,817100,"2"
7733,12982,10972,-4890,983,734,-625,817110,"2"
7734,12658,10834,-4592,1133,1764,-972,817120,"2"
7735,12190,10738,-4470,1237,2706,-1389,817130,"2"
