"cont","accX","accY","accZ","gyroX","gyroY","gyroZ","millis","id"
10693,9230,10204,5216,-4781,7379,-9941,839185,"1"
10694,9146,10132,5184,-5134,7021,-10262,839195,"1"
10695,9066,9988,4868,-5323,6772,-10367,839205,"1"
10691,8722,13398,-730,1396,11851,-4550,846690,"2"
10692,9232,13128,-628,2369,10597,-4221,846700,"2"
10693,9530,13234,-728,3523,9393,-3814,846710,"2"
10694,9934,13610,-1260,4479,8477,-3580,846720,"2"
10695,10460,13608,-1640,5343,7531,-3342,846730,"2"
10696,8862,9782,4682,-5271,6797,-10097,839215,"1"
10697,8602,9556,4348,-4928,7122,-9455,839225,"1"
10698,8348,9418,4048,-4397,7457,-8666,839235,"1"
10699,8108,9238,3670,-3730,7880,-7777,839245,"1"
10700,7920,9024,3288,-3080,8327,-6938,839255,"1"
10696,10854,13628,-1780,6285,6818,-3031,846740,"2"
10697,11290,13582,-1994,7285,6244,-2770,846750,"2"
10698,11658,13536,-2270,8101,5825,-2508,846760,"2"
10699,11918,13524,-2268,8716,5512,-2197,846770,"2"
10700,12158,13426,-2452,8889,5378,-1901,846780,"2"
10701,7868,8972,2986,-2452,8706,-6320,839265,"1"
10702,7916,8826,2628,-1894,8906,-5930,839275,"1"
10703,7858,8730,2322,-1516,9039,-5620,839285,"1"
10704,7852,8556,2124,-1246,9075,-5425,839295,"1"
10705,7910,8356,1806,-1062,9071,-5327,839305,"1"
10701,12354,13194,-2380,8947,4992,-1589,846790,"2"
10702,12464,12822,-2366,9006,4699,-1432,846800,"2"
10703,12452,12510,-2332,9264,4338,-1386,846810,"2"
10704,12380,12496,-2340,9319,4087,-1518,846820,"2"
10705,12336,12474,-2460,9043,4037,-1832,846830,"2"
10706,7930,8166,1634,-915,8984,-5213,839315,"1"
10707,7982,8004,1310,-861,8814,-5150,839325,"1"
10708,8076,7796,1126,-901,8589,-5145,839335,"1"
10709,8094,7602,906,-998,8316,-5107,839345,"1"
10710,8146,7380,644,-1058,8058,-5028,839355,"1"
10706,12276,12436,-2310,8653,4047,-1996,846840,"2"
10707,12300,12506,-2568,7897,4200,-2047,846850,"2"
10708,12284,12522,-2566,6910,4474,-1928,846860,"2"
10709,12262,12694,-2650,5805,4756,-1803,846870,"2"
10710,12208,12844,-2520,4727,5069,-1825,846880,"2"
10711,8168,7230,374,-1024,7864,-4791,839365,"1"
10712,8206,7106,148,-890,7627,-4472,839375,"1"
10713,8298,7056,-208,-689,7373,-4199,839385,"1"
10714,8268,6926,-512,-441,6988,-3993,839395,"1"
10715,8266,6740,-630,-209,6571,-3706,839405,"1"
10711,12096,12836,-2434,3787,5256,-1898,846890,"2"
10712,11964,12896,-2220,2968,5430,-1970,846900,"2"
10713,11808,12792,-2128,2257,5562,-2000,846910,"2"
10714,11712,12756,-1946,1661,5604,-2018,846920,"2"
10715,11712,12752,-1824,1097,5561,-1994,846930,"2"
10716,8184,6538,-886,-91,6018,-3377,839415,"1"
10717,8110,6434,-814,-16,5589,-3021,839425,"1"
10718,8096,6166,-810,148,5280,-2477,839435,"1"
10719,8120,6078,-818,298,4992,-1920,839445,"1"
10720,8134,5970,-866,509,4726,-1339,839455,"1"
10716,11608,12742,-1674,750,5444,-1867,846940,"2"
10717,11522,12794,-1488,867,5053,-1765,846950,"2"
10718,11436,13046,-1188,1019,4677,-1715,846960,"2"
10719,11408,13064,-910,1025,4188,-1504,846970,"2"
10720,11412,13264,-624,814,3718,-1337,846980,"2"
10721,8174,5844,-988,738,4395,-726,839465,"1"
10722,8236,5826,-1060,890,4029,-165,839475,"1"
10723,8204,5792,-1086,1056,3621,341,839485,"1"
10724,8156,5708,-1082,1190,3147,799,839495,"1"
10725,8372,5736,-934,1313,2640,1263,839505,"1"
10721,11288,13326,-412,456,3112,-1159,846990,"2"
10722,11226,13356,-186,22,2624,-1050,847000,"2"
10723,11262,13322,68,-372,1993,-760,847010,"2"
10724,11152,13436,232,-738,1244,-423,847020,"2"
10725,10934,13294,248,-1029,324,-115,847030,"2"
10726,8452,5594,-616,1390,2139,1761,839515,"1"
10727,8656,5538,-448,1423,1658,2379,839525,"1"
10728,8990,5554,-234,1434,1192,3090,839535,"1"
10729,9398,5470,-4,1325,644,3899,839545,"1"
10730,9878,5696,308,1126,-151,4568,839555,"1"
10726,10592,13478,286,-1158,-572,158,847040,"2"
10727,10160,13662,136,-1175,-1456,307,847050,"2"
10728,9792,13844,8,-1392,-2251,460,847060,"2"
10729,9422,14018,-190,-1794,-2989,666,847070,"2"
10730,8894,14260,-464,-2220,-3603,847,847080,"2"
10731,10268,6000,668,736,-1153,5047,839565,"1"
10732,10482,6256,1194,367,-2162,5507,839575,"1"
10733,10696,6612,1828,47,-3019,6100,839585,"1"
10734,10946,6734,2638,-107,-3704,6934,839595,"1"
10735,10820,7006,3170,-192,-4224,7999,839605,"1"
10731,8242,14368,-710,-2654,-4142,1025,847090,"2"
10732,7674,14592,-1060,-3149,-4460,1102,847100,"2"
10733,7088,14750,-1372,-3749,-4556,1072,847110,"2"
10734,6924,15056,-1460,-4514,-4488,1069,847120,"2"
10735,7098,15192,-1678,-5419,-4319,1077,847130,"2"
10736,7818,15254,-1738,-6217,-4202,1149,847140,"2"
10737,8912,15086,-1590,-6899,-4212,1394,847150,"2"
10738,9936,14746,-1522,-7188,-4673,1803,847160,"2"
10739,10528,14270,-1250,-6874,-5622,2328,847170,"2"
10740,10842,13866,-1144,-6119,-6925,2760,847180,"2"
10736,10558,7098,3090,-269,-4731,9095,839615,"1"
10737,10210,7256,2970,-259,-5189,10026,839625,"1"
10738,9764,7668,3110,-326,-5682,10730,839635,"1"
10739,9328,8174,3134,-534,-6303,11120,839645,"1"
10740,9078,8696,3256,-797,-7246,11197,839655,"1"
10741,8972,9168,3518,-1044,-8331,10823,839665,"1"
10742,8812,9768,3710,-1320,-9573,10097,839675,"1"
10743,8678,10356,4202,-1507,-10963,9286,839685,"1"
10744,8326,10824,4822,-1602,-12344,8427,839695,"1"
10745,7964,11336,5624,-1644,-13638,7306,839705,"1"
10741,10844,13854,-1312,-5263,-8091,3028,847190,"2"
10742,10634,13708,-1860,-4783,-9087,3162,847200,"2"
10743,10142,13548,-2176,-4664,-9718,3389,847210,"2"
10744,9846,13388,-2718,-4755,-9829,3671,847220,"2"
10745,9588,13420,-3234,-5155,-9582,4089,847230,"2"
10746,7460,11726,6400,-1822,-14726,5762,839715,"1"
10747,6652,11918,7242,-2146,-15503,3894,839725,"1"
10748,5654,11928,7672,-2789,-15986,2074,839735,"1"
10749,4866,11416,8252,-3126,-16087,361,839745,"1"
10750,4176,10724,8290,-2936,-15729,-1030,839755,"1"
10746,9456,13564,-3722,-5860,-9172,4206,847240,"2"
10747,9312,13514,-4136,-6893,-8641,4228,847250,"2"
10748,9266,13420,-4246,-8195,-7970,4196,847260,"2"
10749,9284,13336,-4318,-9599,-7356,4111,847270,"2"
10750,9412,13324,-4258,-10895,-6795,3946,847280,"2"
10751,3844,10088,8080,-2329,-14844,-2104,839765,"1"
10752,3830,9592,7624,-1561,-13534,-2677,839775,"1"
10753,3998,9150,6978,-808,-12114,-2709,839785,"1"
10754,4306,8568,6406,147,-10797,-2293,839795,"1"
10755,4634,8304,6004,1238,-9431,-1725,839805,"1"
10751,9648,13450,-4112,-11934,-6409,3688,847290,"2"
10752,9966,13228,-3952,-12360,-6470,3526,847300,"2"
10753,10382,13458,-3528,-11887,-6777,3485,847310,"2"
10754,10690,13610,-3492,-10888,-7205,3323,847320,"2"
10755,11016,13710,-3462,-9582,-7773,3261,847330,"2"
10756,4826,7984,5532,2224,-8195,-971,839815,"1"
10757,5210,7682,5122,3049,-7163,-207,839825,"1"
10758,5428,7234,4956,3738,-6272,616,839835,"1"
10759,5626,6782,4722,4219,-5508,1573,839845,"1"
10760,5940,6368,4634,4438,-4905,2496,839855,"1"
10756,11186,13692,-3606,-8138,-8497,3236,847340,"2"
10757,11372,13614,-3636,-6610,-9199,3220,847350,"2"
10758,11504,13650,-3654,-4920,-9806,3318,847360,"2"
10759,11656,13688,-3962,-3547,-10305,3486,847370,"2"
10760,11738,13536,-4152,-2467,-10679,3709,847380,"2"
10761,6080,6082,4414,4512,-4505,3314,839865,"1"
10762,6068,6046,4236,4455,-4195,4018,839875,"1"
10763,6026,6260,4108,4282,-3898,4564,839885,"1"
10764,5672,6434,4026,4100,-3603,4821,839895,"1"
10765,5536,6478,3938,3953,-3344,4953,839905,"1"
10761,11842,13444,-4262,-1576,-10860,3940,847390,"2"
10762,11960,13220,-4364,-907,-10937,4130,847400,"2"
10763,11958,12988,-4558,-359,-10947,4323,847410,"2"
10764,12138,12780,-4658,41,-10810,4435,847420,"2"
10765,12240,12452,-4856,500,-10614,4542,847430,"2"
10766,5644,6456,3786,3829,-3141,5099,839915,"1"
10767,5598,6516,3710,3671,-3050,5230,839925,"1"
10768,5440,6482,3712,3476,-2944,5337,839935,"1"
10769,5272,6486,3732,3313,-2854,5460,839945,"1"
10770,5202,6480,3926,3098,-2717,5615,839955,"1"
10766,12438,12300,-5076,775,-10106,4500,847440,"2"
10767,12566,12022,-5222,859,-9728,4407,847450,"2"
10768,12742,11746,-5406,752,-9146,4232,847460,"2"
10769,12898,11462,-5474,611,-8634,4027,847470,"2"
10770,13124,11284,-5500,625,-8148,3818,847480,"2"
10771,5116,6518,4082,2862,-2640,5657,839965,"1"
10772,4958,6604,4262,2497,-2680,5607,839975,"1"
10773,4708,6474,4382,2124,-2648,5605,839985,"1"
10774,4478,6570,4656,1822,-2493,5605,839995,"1"
10775,4218,6962,4814,1567,-2226,5448,840005,"1"
10771,13280,11210,-5612,651,-7634,3593,847490,"2"
10772,13380,11118,-5688,542,-7061,3419,847500,"2"
10773,13512,11152,-5836,431,-6321,3269,847510,"2"
10774,13664,10958,-5894,255,-5456,3100,847520,"2"
10775,13696,10776,-5792,38,-4624,2905,847530,"2"
10776,3976,7198,5016,1418,-1882,5257,840015,"1"
10777,3846,7542,5206,1357,-1535,5110,840025,"1"
10778,3706,7956,5344,1288,-1200,4828,840035,"1"
10779,3546,8252,5570,1233,-919,4460,840045,"1"
10780,3368,8476,5760,1096,-652,3951,840055,"1"
10776,13674,10712,-5778,-290,-3702,2728,847540,"2"
10777,13638,10574,-5658,-637,-2861,2395,847550,"2"
10778,13594,10454,-5576,-818,-2272,2005,847560,"2"
10779,13480,10308,-5496,-792,-1748,1609,847570,"2"
10780,13386,10194,-5476,-491,-1307,1183,847580,"2"
10781,3168,8722,5984,855,-347,3169,840065,"1"
10782,3154,8866,6152,605,-37,2285,840075,"1"
10783,3282,8936,6408,432,230,1430,840085,"1"
10784,3522,9238,6784,221,608,637,840095,"1"
10785,3536,9350,7116,68,984,-127,840105,"1"
10781,13298,10168,-5614,-7,-785,737,847590,"2"
10782,13190,10140,-5628,390,-232,386,847600,"2"
10783,12910,10180,-5764,647,498,42,847610,"2"
10784,12446,10130,-5870,859,1285,-387,847620,"2"
10785,12014,9990,-5846,976,2230,-966,847630,"2"
10786,3834,9268,7180,-89,1267,-782,840115,"1"
10787,4064,9372,7338,-317,1516,-1379,840125,"1"
10788,4278,9410,7676,-674,1695,-1988,840135,"1"
10789,4630,9490,7806,-1170,1802,-2716,840145,"1"
10790,4712,9550,7932,-1853,1809,-3525,840155,"1"
10786,11656,9812,-5804,1041,3193,-1671,847640,"2"
10787,11150,9844,-5682,1131,4125,-2322,847650,"2"
10788,10572,10046,-5498,1273,5032,-3072,847660,"2"
10789,10046,10264,-5152,1513,5780,-3813,847670,"2"
10790,9472,10666,-4962,1621,6581,-4595,847680,"2"
10791,9106,10900,-4872,1754,7145,-5390,847690,"2"
10792,9040,11382,-4866,1971,7768,-6090,847700,"2"
10793,9094,11734,-4964,2490,8398,-6603,847710,"2"
10794,9376,12316,-5028,3220,9239,-7169,847720,"2"
10795,9490,12932,-4952,3863,10183,-7387,847730,"2"
10791,4696,9538,8156,-2570,1906,-4348,840165,"1"
10792,4650,9528,8106,-3149,2125,-5063,840175,"1"
10793,4362,9542,7944,-3610,2410,-5737,840185,"1"
10794,4102,9404,7762,-3850,2919,-6284,840195,"1"
10795,4082,9262,7604,-3855,3710,-6592,840205,"1"
10796,9338,13576,-4754,4100,11256,-7425,847740,"2"
10797,9354,14120,-4458,3739,12497,-7284,847750,"2"
10798,9124,14404,-3860,2837,13731,-6947,847760,"2"
10799,8882,14514,-3190,1786,14744,-6440,847770,"2"
10800,8714,14464,-2568,902,15571,-6017,847780,"2"
10796,4226,9196,7548,-3744,4795,-6606,840215,"1"
10797,4598,9222,7300,-3535,5925,-6400,840225,"1"
10798,5122,9400,6918,-3296,6882,-6238,840235,"1"
10799,5768,9546,6758,-3104,7757,-6194,840245,"1"
10800,6274,9696,6514,-3008,8287,-6244,840255,"1"
10801,6838,9920,6312,-3126,8574,-6538,840265,"1"
10802,7350,10070,6148,-3389,8589,-6927,840275,"1"
10803,7736,10188,6052,-3754,8401,-7611,840285,"1"
10804,8106,10214,5884,-4315,8072,-8416,840295,"1"
10805,8294,10186,5762,-4796,7786,-8988,840305,"1"
10801,8546,14232,-1684,142,15833,-5476,847790,"2"
10802,8270,14082,-1064,-416,15472,-5083,847800,"2"
10803,8446,13726,-402,-614,14926,-4770,847810,"2"
10804,8912,13674,-216,-376,13901,-4343,847820,"2"
10805,9424,13892,-358,-163,12655,-3950,847830,"2"
10806,8374,10206,5706,-5166,7596,-9242,840315,"1"
10807,8536,10226,5486,-5363,7521,-9342,840325,"1"
10808,8460,10144,5258,-5428,7564,-9258,840335,"1"
10809,8370,10088,4934,-5414,7685,-9021,840345,"1"
10810,8322,10064,4532,-5233,7902,-8691,840355,"1"
10806,9982,14016,-502,478,11218,-3397,847840,"2"
10807,10520,14148,-882,1220,9881,-2804,847850,"2"
10808,10992,14084,-1362,1909,8766,-2189,847860,"2"
10809,11234,13628,-1688,2940,7679,-1694,847870,"2"
10810,11556,13096,-1890,4407,6474,-1358,847880,"2"
10811,8192,9910,4098,-4837,8110,-8196,840365,"1"
10812,8094,9810,3872,-4260,8371,-7621,840375,"1"
10813,8048,9732,3298,-3716,8620,-7013,840385,"1"
10814,7936,9516,3032,-3223,8782,-6523,840395,"1"
10815,7964,9366,2694,-2872,8874,-6181,840405,"1"
10811,11756,13026,-1918,6098,5416,-1203,847890,"2"
10812,11866,13178,-2248,7189,4878,-1190,847900,"2"
10813,12062,13154,-2486,7974,4402,-1181,847910,"2"
10814,12294,13092,-2602,8442,4053,-1101,847920,"2"
10815,12432,12828,-2690,8755,3716,-951,847930,"2"
10816,8030,9222,2338,-2570,8861,-6003,840415,"1"
10817,8096,9034,2162,-2402,8781,-5980,840425,"1"
10818,8088,8752,2034,-2224,8655,-5904,840435,"1"
10819,8096,8590,1770,-2117,8535,-5858,840445,"1"
10820,7974,8414,1532,-2034,8407,-5776,840455,"1"
10816,12402,12644,-2644,8937,3452,-772,847940,"2"
10817,12434,12522,-2898,8992,3252,-690,847950,"2"
10818,12392,12282,-3022,8859,3179,-669,847960,"2"
10819,12430,12158,-3200,8641,3186,-838,847970,"2"
10820,12406,12350,-3262,8061,3456,-1070,847980,"2"
10821,8008,8252,1252,-1975,8285,-5644,840465,"1"
10822,8086,8134,1084,-1881,8115,-5518,840475,"1"
10823,8040,7986,832,-1719,7956,-5298,840485,"1"
10824,8098,7818,516,-1521,7807,-4936,840495,"1"
10825,8170,7728,276,-1279,7636,-4558,840505,"1"
10821,12336,12372,-3436,7035,3922,-1249,847990,"2"
10822,12294,12200,-3548,6277,4239,-1395,848000,"2"
10823,12176,11986,-3464,5879,4424,-1489,848010,"2"
10824,12044,12186,-3320,5585,4678,-1663,848020,"2"
10825,11848,12294,-3400,5120,5038,-1901,848030,"2"
10826,11708,12374,-3252,4383,5472,-2215,848040,"2"
10827,11588,12366,-3052,3662,5896,-2318,848050,"2"
10828,11610,12666,-2682,2882,6293,-2382,848060,"2"
10829,11580,12874,-2380,2106,6467,-2422,848070,"2"
10830,11598,13034,-1920,1507,6559,-2384,848080,"2"
10826,8098,7554,-54,-1036,7414,-4244,840515,"1"
10827,8158,7406,-286,-798,7180,-3899,840525,"1"
10828,8130,7274,-572,-574,6929,-3540,840535,"1"
10829,8074,7086,-746,-347,6619,-3206,840545,"1"
10830,8116,6912,-924,-125,6288,-2915,840555,"1"
10831,8034,6842,-1070,105,5911,-2589,840565,"1"
10832,7974,6598,-1196,383,5572,-2108,840575,"1"
10833,8050,6434,-1210,709,5311,-1530,840585,"1"
10834,8130,6284,-1468,963,4964,-953,840595,"1"
10835,8174,6148,-1502,1168,4554,-464,840605,"1"
10831,11528,12996,-1476,1239,6405,-2188,848090,"2"
10832,11584,13234,-1286,933,6135,-1981,848100,"2"
10833,11462,13468,-940,560,5826,-1757,848110,"2"
10834,11484,13540,-794,273,5432,-1451,848120,"2"
10835,11490,13754,-478,150,4995,-1082,848130,"2"
10836,11586,13812,-258,129,4426,-757,848140,"2"
10837,11624,13652,86,421,3476,-311,848150,"2"
10838,11642,13636,172,845,2578,109,848160,"2"
10839,11638,13546,276,1319,1443,584,848170,"2"
10840,11504,13406,308,1682,241,1116,848180,"2"
10836,8218,5884,-1762,1368,4014,35,840615,"1"
10837,8292,5736,-1788,1573,3504,594,840625,"1"
10838,8324,5618,-1876,1798,3002,1058,840635,"1"
10839,8344,5650,-1900,1886,2392,1417,840645,"1"
10840,8198,5404,-1848,2093,1765,1814,840655,"1"
10841,8074,5240,-1688,2287,1183,2447,840665,"1"
10842,8212,5166,-1390,2451,750,3184,840675,"1"
10843,8420,5138,-1146,2514,278,3823,840685,"1"
10844,8830,5090,-806,2452,-404,4458,840695,"1"
10845,9380,5066,-294,2364,-1191,5161,840705,"1"
10841,11318,13428,332,2036,-1001,1582,848190,"2"
10842,10972,13268,320,2269,-2304,1964,848200,"2"
10843,10518,13266,32,2369,-3563,2348,848210,"2"
10844,10184,13390,-284,2221,-4540,2561,848220,"2"
10845,9754,13204,-652,1929,-5562,2714,848230,"2"
10846,9648,5264,270,2156,-2090,5867,840715,"1"
10847,10058,5444,1118,1864,-3013,6552,840725,"1"
10848,10400,5606,1992,1476,-3824,7199,840735,"1"
10849,10710,5890,3058,958,-4458,7883,840745,"1"
10850,11206,6188,3706,300,-5031,8624,840755,"1"
10846,9152,13132,-1096,1700,-6303,2753,848240,"2"
10847,8404,13218,-1324,1509,-7259,2822,848250,"2"
10848,7578,13408,-1714,1328,-7913,2792,848260,"2"
10849,6836,13658,-2160,1126,-8357,2518,848270,"2"
10850,6430,14004,-2522,700,-8535,2161,848280,"2"
10851,6310,14390,-2856,-14,-8438,1770,848290,"2"
10852,6748,14532,-3174,-994,-8142,1539,848300,"2"
10853,7650,14534,-3210,-1821,-7861,1462,848310,"2"
10854,8716,14632,-3188,-2359,-7685,1588,848320,"2"
10855,9766,14802,-3076,-2478,-7871,1950,848330,"2"
10851,11638,6518,4364,-368,-5682,9686,840765,"1"
10852,11954,6946,4642,-917,-6376,10885,840775,"1"
10853,12122,7442,4730,-1162,-7179,12292,840785,"1"
10854,12102,8066,5064,-1043,-8076,13879,840795,"1"
10855,11512,9078,5226,-699,-9084,15046,840805,"1"
10856,10550,14942,-3244,-2446,-8241,2349,848340,"2"
10857,10948,14926,-3318,-2475,-8570,2899,848350,"2"
10858,10906,14912,-3680,-2814,-8760,3622,848360,"2"
10859,10612,14938,-3978,-3379,-8919,4336,848370,"2"
10860,10152,14832,-4192,-4139,-8889,5006,848380,"2"
10856,10692,10104,5838,-614,-10149,15737,840815,"1"
10857,10006,11214,6582,-621,-11176,15640,840825,"1"
10858,8978,12208,7334,-1070,-12543,14502,840835,"1"
10859,7952,12600,8372,-1718,-13965,12851,840845,"1"
10860,7044,12930,9194,-2488,-15323,10925,840855,"1"
10861,9280,14916,-4308,-5178,-8674,5905,848390,"2"
10862,8762,14974,-4442,-6415,-8277,6545,848400,"2"
10863,8416,14910,-4530,-7773,-7919,7016,848410,"2"
10864,8242,14526,-4380,-8938,-7749,7222,848420,"2"
10865,8146,14144,-4360,-9840,-7771,7214,848430,"2"
10861,5910,13074,10256,-3314,-16488,8483,840865,"1"
10862,4592,12882,11294,-3992,-17288,5808,840875,"1"
10863,2944,12576,11770,-4632,-17695,3173,840885,"1"
10864,1388,12120,12044,-5102,-17536,740,840895,"1"
10865,528,11478,11756,-5080,-16493,-1185,840905,"1"
10866,278,10822,11064,-4219,-14497,-2397,840915,"1"
10867,446,10260,9876,-3025,-11739,-2559,840925,"1"
10868,1124,9844,8490,-1586,-8871,-2028,840935,"1"
10869,2294,9456,6898,-44,-6356,-1174,840945,"1"
10870,3372,9106,5548,1424,-4681,-135,840955,"1"
10866,8292,13894,-4418,-10491,-8067,7093,848440,"2"
10867,8628,13736,-4590,-10838,-8539,6988,848450,"2"
10868,8922,13668,-4650,-10613,-8998,6775,848460,"2"
10869,9470,13600,-5204,-9964,-9295,6529,848470,"2"
10870,9924,13676,-5504,-9164,-9415,6253,848480,"2"
10871,4374,8806,4606,3036,-3550,539,840965,"1"
10872,4836,8550,3794,3981,-2870,1006,840975,"1"
10873,5220,8030,3252,4471,-2445,1111,840985,"1"
10874,5642,7436,2912,4630,-2270,1121,840995,"1"
10875,5906,6798,2784,4591,-2403,1351,841005,"1"
10871,10352,13538,-5626,-8336,-9270,5921,848490,"2"
10872,10728,13448,-6002,-7408,-9184,5903,848500,"2"
10873,11050,13492,-6094,-6473,-9231,5908,848510,"2"
10874,11284,13264,-6088,-5365,-9059,5783,848520,"2"
10875,11510,13100,-6020,-4281,-8756,5776,848530,"2"
10876,5886,6344,2730,4263,-2708,1675,841015,"1"
10877,5814,6070,2830,3656,-2920,1865,841025,"1"
10878,5436,5898,3022,2935,-3186,1812,841035,"1"
10879,5100,5726,3056,2268,-3385,1748,841045,"1"
10880,4844,5736,3262,1654,-3407,1649,841055,"1"
10876,11592,12892,-6016,-3401,-8446,5720,848540,"2"
10877,11676,12682,-5950,-2764,-7945,5722,848550,"2"
10878,11820,12414,-5932,-2340,-7442,5587,848560,"2"
10879,11960,12162,-5816,-2087,-6988,5373,848570,"2"
10880,12002,11892,-5672,-1972,-6536,5226,848580,"2"
10881,4612,5644,3472,1130,-3306,1624,841065,"1"
10882,4476,5532,3514,746,-3112,1710,841075,"1"
10883,4532,5638,3538,456,-2884,1895,841085,"1"
10884,4458,5864,3432,85,-2737,1943,841095,"1"
10885,4424,6088,3346,-296,-2713,1921,841105,"1"
10881,12226,11832,-5696,-1957,-6032,4955,848590,"2"
10882,12388,11734,-5722,-2076,-5380,4584,848600,"2"
10883,12548,11672,-5660,-2326,-4790,4154,848610,"2"
10884,12676,11460,-5794,-2645,-4180,3832,848620,"2"
10885,13000,11356,-5758,-3011,-3764,3479,848630,"2"
10886,4434,6384,3364,-562,-2715,1992,841115,"1"
10887,4280,6768,3406,-761,-2732,2067,841125,"1"
10888,4042,7170,3478,-978,-2786,2017,841135,"1"
10889,3882,7616,3610,-1291,-2898,1686,841145,"1"
10890,3480,8000,3724,-1659,-3188,1015,841155,"1"
10886,13176,11276,-5706,-3290,-3453,3179,848640,"2"
10887,13204,11132,-5752,-3449,-3006,2804,848650,"2"
10888,13254,10878,-5882,-3401,-2783,2358,848660,"2"
10889,13454,10712,-5918,-3036,-2718,1998,848670,"2"
10890,13526,10932,-5958,-2594,-2524,1727,848680,"2"
10891,3348,8298,3858,-2159,-3508,110,841165,"1"
10892,3076,8546,4036,-2604,-3821,-880,841175,"1"
10893,2722,8712,4344,-2985,-4024,-1872,841185,"1"
10894,2488,9000,4728,-3329,-3927,-2914,841195,"1"
10895,2240,9214,5036,-3536,-3627,-3976,841205,"1"
10891,13562,11148,-5966,-2228,-2239,1433,848690,"2"
10892,13638,11132,-6020,-1785,-1903,1136,848700,"2"
10893,13694,11008,-5918,-1210,-1557,896,848710,"2"
10894,13552,10942,-6030,-677,-1143,715,848720,"2"
10895,13484,10932,-6056,-266,-648,491,848730,"2"
10896,2138,9416,5206,-3574,-3201,-4981,841215,"1"
10897,2308,9468,5270,-3617,-2653,-5880,841225,"1"
10898,2744,9364,5460,-3375,-2010,-6692,841235,"1"
10899,3234,9100,5338,-3063,-1487,-7255,841245,"1"
10900,3850,8846,5130,-2890,-965,-7589,841255,"1"
10896,13432,10706,-6144,261,-131,121,848740,"2"
10897,13408,10484,-6134,894,268,-263,848750,"2"
10898,13358,10458,-6128,1506,775,-697,848760,"2"
10899,13324,10238,-6046,2057,1189,-1144,848770,"2"
10900,13314,10114,-5810,2660,1549,-1685,848780,"2"
10901,13292,10150,-5762,3137,2013,-2167,848790,"2"
10902,13290,10190,-5748,3419,2423,-2598,848800,"2"
10903,13128,10286,-5582,3616,2790,-2968,848810,"2"
10904,12968,10378,-5410,3962,3227,-3383,848820,"2"
10905,12598,10536,-5234,4286,3566,-3749,848830,"2"
10901,4308,8664,5046,-2796,-514,-7848,841265,"1"
10902,4570,8454,4920,-2807,-140,-7998,841275,"1"
10903,5002,8298,4866,-2803,262,-7945,841285,"1"
10904,5290,8252,4768,-2821,615,-7803,841295,"1"
10905,5596,8298,4650,-2960,858,-7708,841305,"1"
10906,6058,8364,4596,-3230,1039,-7718,841315,"1"
10907,6342,8620,4392,-3565,1012,-8011,841325,"1"
10908,6544,8724,4146,-4046,731,-8356,841335,"1"
10909,6838,8750,4206,-4557,491,-8565,841345,"1"
10910,7256,8928,4358,-5090,311,-8643,841355,"1"
10906,12278,10812,-5162,4528,3897,-4190,848840,"2"
10907,11886,10908,-4960,4974,4180,-4735,848850,"2"
10908,11512,10998,-4808,5570,4396,-5429,848860,"2"
10909,11152,11092,-4450,6000,4406,-6148,848870,"2"
10910,10616,11144,-4156,6353,4052,-6648,848880,"2"
10911,7572,9102,4448,-5638,-5,-8726,841365,"1"
10912,8142,9434,4544,-6316,-391,-8861,841375,"1"
10913,8466,9820,4760,-6972,-846,-9059,841385,"1"
10914,8648,10286,4988,-7581,-1339,-9173,841395,"1"
10915,8920,10676,4944,-8135,-1848,-9133,841405,"1"
10911,9886,11246,-3966,6982,3379,-7466,848890,"2"
10912,9158,11550,-3926,8015,2453,-8197,848900,"2"
10913,8180,12068,-4106,9308,1409,-9052,848910,"2"
10914,7346,12742,-4494,10606,517,-10022,848920,"2"
10915,6426,13540,-4976,11742,-239,-11016,848930,"2"
10916,5844,14438,-5310,12734,-748,-12039,848940,"2"
10917,5518,15102,-5654,13557,-848,-12920,848950,"2"
10918,5568,15914,-5988,14431,-884,-13641,848960,"2"
10919,5752,16680,-6180,15154,-668,-14164,848970,"2"
10920,6384,17314,-6416,15687,-398,-14596,848980,"2"
10916,8764,10904,4940,-8489,-2381,-9021,841415,"1"
10917,8752,11238,4800,-8812,-2841,-8978,841425,"1"
10918,8458,11360,4654,-8983,-3202,-8835,841435,"1"
10919,8126,11386,4348,-8996,-3405,-8633,841445,"1"
10920,7762,11314,4100,-8846,-3441,-8415,841455,"1"
10921,7100,17690,-6352,16194,290,-14692,848990,"2"
10922,8012,18100,-6404,16449,991,-14486,849000,"2"
10923,8754,18334,-6092,16367,1556,-14002,849010,"2"
10924,9430,18448,-5652,15915,2180,-13322,849020,"2"
10925,10038,18302,-5164,15260,2443,-12507,849030,"2"
10921,7468,11254,3868,-8604,-3266,-8086,841465,"1"
10922,7088,11130,3582,-8199,-3049,-7612,841475,"1"
10923,6972,11078,3292,-7772,-2471,-7351,841485,"1"
10924,6908,10942,2820,-7398,-1952,-7322,841495,"1"
10925,6690,10966,2446,-7013,-1381,-7304,841505,"1"
10926,6816,10574,2016,-6487,-943,-7408,841515,"1"
10927,6946,10644,1330,-6138,-568,-7545,841525,"1"
10928,6986,10396,952,-5897,-181,-7593,841535,"1"
10929,7254,10050,580,-5522,93,-7607,841545,"1"
